"","sexo","codmunocor","causabas","n","cod_cat","categoria","subcategoria","ipea","municipio","total","uf_codigo","taxa_incidencia"
"254","Masculino","520140","X740",2,"X74","Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada","Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - residência","Lesões autoprovocadas intencionalmente","Aparecida de Goiânia",278142,"52",7.19057172235764e-06
"255","Masculino","520140","X911",1,"X91","Agressão por meio de enforcamento, estrangulamento e sufocação","Agressão por meio de enforcamento, estrangulamento e sufocação - habitação coletiva","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"256","Masculino","520140","X919",1,"X91","Agressão por meio de enforcamento, estrangulamento e sufocação","Agressão por meio de enforcamento, estrangulamento e sufocação - local não especificado","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"257","Masculino","520140","X950",24,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - residência","Agressões","Aparecida de Goiânia",278142,"52",8.62868606682917e-05
"258","Masculino","520140","X954",84,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada","Agressões","Aparecida de Goiânia",278142,"52",0.000302004012339021
"259","Masculino","520140","X955",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - áreas de comércio e de serviços","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"260","Masculino","520140","X958",10,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - outros locais especificados","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-05
"261","Masculino","520140","X959",42,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado","Agressões","Aparecida de Goiânia",278142,"52",0.000151002006169511
"262","Masculino","520140","X970",1,"X97","Agressão por meio de fumaça, fogo e chamas","Agressão por meio de fumaça, fogo e chamas - residência","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"263","Masculino","520140","X971",4,"X97","Agressão por meio de fumaça, fogo e chamas","Agressão por meio de fumaça, fogo e chamas - habitação coletiva","Agressões","Aparecida de Goiânia",278142,"52",1.43811434447153e-05
"264","Masculino","520140","X990",4,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - residência","Agressões","Aparecida de Goiânia",278142,"52",1.43811434447153e-05
"265","Masculino","520140","X991",8,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - habitação coletiva","Agressões","Aparecida de Goiânia",278142,"52",2.87622868894306e-05
"266","Masculino","520140","X992",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - escolas, outras instituições e áreas de administração pública","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"267","Masculino","520140","X994",11,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - rua e estrada","Agressões","Aparecida de Goiânia",278142,"52",3.9548144472967e-05
"268","Masculino","520140","X995",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - áreas de comércio e de serviços","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"269","Masculino","520140","X999",12,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - local não especificado","Agressões","Aparecida de Goiânia",278142,"52",4.31434303341459e-05
"270","Masculino","520140","Y004",2,"Y00","Agressão por meio de um objeto contundente","Agressão por meio de um objeto contundente - rua e estrada","Agressões","Aparecida de Goiânia",278142,"52",7.19057172235764e-06
"271","Masculino","520140","Y009",1,"Y00","Agressão por meio de um objeto contundente","Agressão por meio de um objeto contundente - local não especificado","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"272","Masculino","520140","Y040",1,"Y04","Agressão por meio de força corporal","Agressão por meio de força corporal - residência","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"273","Masculino","520140","Y041",1,"Y04","Agressão por meio de força corporal","Agressão por meio de força corporal - habitação coletiva","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"274","Masculino","520140","Y044",2,"Y04","Agressão por meio de força corporal","Agressão por meio de força corporal - rua e estrada","Agressões","Aparecida de Goiânia",278142,"52",7.19057172235764e-06
"275","Masculino","520140","Y049",1,"Y04","Agressão por meio de força corporal","Agressão por meio de força corporal - local não especificado","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"276","Masculino","520140","Y061",1,"Y06","Negligência e abandono","Negligência e abandono pelos pais","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"277","Masculino","520140","Y071",1,"Y07","Outras síndromes de maus tratos","Outras síndromes de maus tratos pelos pais","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"278","Masculino","520140","Y091",1,"Y09","Agressão por meios não especificados","Agressão por meios não especificados - habitação coletiva","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"279","Masculino","520140","Y099",1,"Y09","Agressão por meios não especificados","Agressão por meios não especificados - local não especificado","Agressões","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"280","Masculino","520140","Y115",1,"Y11","Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada","Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada - áreas de comércio e de serviços","(Eventos (fatos) cuja intenção é indeterminada)","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"281","Masculino","520140","Y155",1,"Y15","Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada","Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - áreas de comércio e de serviços","(Eventos (fatos) cuja intenção é indeterminada)","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"282","Masculino","520140","Y350",19,"Y35","Intervenção legal","Intervenção legal envolvendo o uso de armas de fogo","Intervenções legais e operações de guerra","Aparecida de Goiânia",278142,"52",6.83104313623976e-05
"283","Masculino","520140","Y442",1,"Y44","Efeitos adversos de substâncias farmacológicas que atuam primariamente sobre os constituintes do sangue","Efeitos adversos de anticoagulantes","Todas as outras causas externas","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"284","Masculino","520140","Y859",1,"Y85","Seqüelas de acidentes de transporte","Seqüelas de outros acidentes de transporte e dos não especificados","Todas as outras causas externas","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"285","Masculino","520140","Y871",1,"Y87","Seqüelas de uma lesão autoprovocada intencionalmente, de agressão ou de um fato cuja intenção é indeterminada","Seqüelas de uma agressão","Todas as outras causas externas","Aparecida de Goiânia",278142,"52",3.59528586117882e-06
"286","Masculino","520145","X950",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - residência","Agressões","Aparecida do Rio Doce",1268,"52",0.000788643533123028
"287","Masculino","520145","X959",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado","Agressões","Aparecida do Rio Doce",1268,"52",0.000788643533123028
"288","Masculino","520145","X990",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - residência","Agressões","Aparecida do Rio Doce",1268,"52",0.000788643533123028
"289","Masculino","520145","Y350",4,"Y35","Intervenção legal","Intervenção legal envolvendo o uso de armas de fogo","Intervenções legais e operações de guerra","Aparecida do Rio Doce",1268,"52",0.00315457413249211
"290","Masculino","520150","V274",1,"V27","Motociclista traumatizado em colisão com um objeto fixo ou parado","Motociclista traumatizado em colisão com um objeto fixo ou parado - condutor traumatizado em um acidente de trânsito","Acidentes de transporte","Aporé",2205,"52",0.000453514739229025
"291","Masculino","520150","W010",1,"W01","Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés]","Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés] - residência","Quedas","Aporé",2205,"52",0.000453514739229025
"292","Masculino","520150","W870",1,"W87","Exposição a corrente elétrica não especificada","Exposição a corrente elétrica não especificada - residência","Todas as outras causas externas","Aporé",2205,"52",0.000453514739229025
"293","Masculino","520150","X954",2,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada","Agressões","Aporé",2205,"52",0.00090702947845805
"294","Masculino","520160","X994",2,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - rua e estrada","Agressões","Araçu",1773,"52",0.00112803158488438
"295","Masculino","520170","V224",1,"V22","Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas","Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - condutor traumatizado em um acidente de trânsito","Acidentes de transporte","Aragarças",10022,"52",9.97804829375374e-05
"296","Masculino","520170","V234",1,"V23","Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete","Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - condutor traumatizado em um acidente de trânsito","Acidentes de transporte","Aragarças",10022,"52",9.97804829375374e-05
"297","Masculino","520170","V571",1,"V57","Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado","Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente não-de-trânsito","Acidentes de transporte","Aragarças",10022,"52",9.97804829375374e-05
"298","Masculino","520170","X700",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência","Lesões autoprovocadas intencionalmente","Aragarças",10022,"52",9.97804829375374e-05
"299","Masculino","520170","X959",2,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado","Agressões","Aragarças",10022,"52",0.000199560965875075
"300","Masculino","520170","X994",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - rua e estrada","Agressões","Aragarças",10022,"52",9.97804829375374e-05
"301","Masculino","520170","X998",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - outros locais especificados","Agressões","Aragarças",10022,"52",9.97804829375374e-05
"302","Masculino","520170","Y349",1,"Y34","Fatos ou eventos não especificados e intenção não determinada","Fatos ou eventos não especificados e intenção não determinada - local não especificado","(Eventos (fatos) cuja intenção é indeterminada)","Aragarças",10022,"52",9.97804829375374e-05
"303","Masculino","520180","V234",1,"V23","Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete","Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - condutor traumatizado em um acidente de trânsito","Acidentes de transporte","Aragoiânia",5177,"52",0.000193162062970833
"304","Masculino","520180","V892",2,"V89","Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)","Pessoa traumatizada em um acidente de trânsito com um veículo a motor não especificado","Acidentes de transporte","Aragoiânia",5177,"52",0.000386324125941665
"305","Masculino","520180","W207",1,"W20","Impacto causado por objeto lançado, projetado ou em queda","Impacto causado por objeto lançado, projetado ou em queda - fazenda","Todas as outras causas externas","Aragoiânia",5177,"52",0.000193162062970833
"306","Masculino","520180","W698",1,"W69","Afogamento e submersão em águas naturais","Afogamento e submersão em águas naturais - outros locais especificados","Afogamento e submersão acidentais","Aragoiânia",5177,"52",0.000193162062970833
"307","Masculino","520180","W749",1,"W74","Afogamento e submersão não especificados","Afogamento e submersão não especificados - local não especificado","Afogamento e submersão acidentais","Aragoiânia",5177,"52",0.000193162062970833
"308","Masculino","520180","W878",1,"W87","Exposição a corrente elétrica não especificada","Exposição a corrente elétrica não especificada - outros locais especificados","Todas as outras causas externas","Aragoiânia",5177,"52",0.000193162062970833
"309","Masculino","520180","X700",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência","Lesões autoprovocadas intencionalmente","Aragoiânia",5177,"52",0.000193162062970833
"310","Masculino","520180","X954",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada","Agressões","Aragoiânia",5177,"52",0.000193162062970833
"311","Masculino","520180","X959",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado","Agressões","Aragoiânia",5177,"52",0.000193162062970833
"312","Masculino","520180","Y871",1,"Y87","Seqüelas de uma lesão autoprovocada intencionalmente, de agressão ou de um fato cuja intenção é indeterminada","Seqüelas de uma agressão","Todas as outras causas externas","Aragoiânia",5177,"52",0.000193162062970833
"313","Masculino","520215","W307",1,"W30","Contato com maquinaria agrícola","Contato com maquinaria agrícola - fazenda","Todas as outras causas externas","Araguapaz",3911,"52",0.000255689082076195
"314","Masculino","520215","X709",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - local não especificado","Lesões autoprovocadas intencionalmente","Araguapaz",3911,"52",0.000255689082076195
"315","Masculino","520215","X938",1,"X93","Agressão por meio de disparo de arma de fogo de mão","Agressão por meio de disparo de arma de fogo de mão - outros locais especificados","Agressões","Araguapaz",3911,"52",0.000255689082076195
"316","Masculino","520215","X954",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada","Agressões","Araguapaz",3911,"52",0.000255689082076195
"317","Masculino","520215","X959",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado","Agressões","Araguapaz",3911,"52",0.000255689082076195
"318","Masculino","520215","Y294",1,"Y29","Contato com objeto contundente, intenção não determinada","Contato com objeto contundente, intenção não determinada - rua e estrada","(Eventos (fatos) cuja intenção é indeterminada)","Araguapaz",3911,"52",0.000255689082076195
"319","Masculino","520235","V093",1,"V09","Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Pedestre traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Arenópolis",1341,"52",0.000745712155108128
"320","Masculino","520250","V299",1,"V29","Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Motociclista [qualquer] traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Aruanã",5006,"52",0.000199760287654814
"321","Masculino","520260","W697",1,"W69","Afogamento e submersão em águas naturais","Afogamento e submersão em águas naturais - fazenda","Afogamento e submersão acidentais","Aurilândia",1605,"52",0.000623052959501558
"322","Masculino","520260","X760",1,"X76","Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas","Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - residência","Lesões autoprovocadas intencionalmente","Aurilândia",1605,"52",0.000623052959501558
"323","Masculino","520280","X950",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - residência","Agressões","Avelinópolis",1214,"52",0.000823723228995058
"324","Masculino","520280","X954",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada","Agressões","Avelinópolis",1214,"52",0.000823723228995058
"325","Masculino","520280","X958",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - outros locais especificados","Agressões","Avelinópolis",1214,"52",0.000823723228995058
"326","Masculino","520310","W748",1,"W74","Afogamento e submersão não especificados","Afogamento e submersão não especificados - outros locais especificados","Afogamento e submersão acidentais","Baliza",2761,"52",0.000362187613183629
"327","Masculino","520310","W870",1,"W87","Exposição a corrente elétrica não especificada","Exposição a corrente elétrica não especificada - residência","Todas as outras causas externas","Baliza",2761,"52",0.000362187613183629
"328","Masculino","520320","V239",1,"V23","Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete","Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - motociclista não especificado traumatizado em um acidente de trânsito","Acidentes de transporte","Barro Alto",5804,"52",0.000172294968986906
"329","Masculino","520320","V299",2,"V29","Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Motociclista [qualquer] traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Barro Alto",5804,"52",0.000344589937973811
"330","Masculino","520320","W349",1,"W34","Projéteis de outras armas de fogo e das não especificadas","Projéteis de outras armas de fogo e das não especificadas - local não especificado","Todas as outras causas externas","Barro Alto",5804,"52",0.000172294968986906
"331","Masculino","520320","X954",4,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada","Agressões","Barro Alto",5804,"52",0.000689179875947622
"332","Masculino","520320","X955",2,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - áreas de comércio e de serviços","Agressões","Barro Alto",5804,"52",0.000344589937973811
"333","Masculino","520330","V229",1,"V22","Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas","Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas - motociclista não especificado traumatizado em um acidente de trânsito","Acidentes de transporte","Bela Vista de Goiás",15019,"52",6.65823290498702e-05
"334","Masculino","520330","V244",2,"V24","Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus","Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor traumatizado em um acidente de trânsito","Acidentes de transporte","Bela Vista de Goiás",15019,"52",0.00013316465809974
"335","Masculino","520330","V274",1,"V27","Motociclista traumatizado em colisão com um objeto fixo ou parado","Motociclista traumatizado em colisão com um objeto fixo ou parado - condutor traumatizado em um acidente de trânsito","Acidentes de transporte","Bela Vista de Goiás",15019,"52",6.65823290498702e-05
"336","Masculino","520330","V299",2,"V29","Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Motociclista [qualquer] traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Bela Vista de Goiás",15019,"52",0.00013316465809974
"337","Masculino","520330","V435",1,"V43","Ocupante de um automóvel [carro] traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete","Ocupante de um automóvel [carro] traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - condutor [motorista] traumatizado em um acidente de trânsito","Acidentes de transporte","Bela Vista de Goiás",15019,"52",6.65823290498702e-05
"338","Masculino","520330","V475",1,"V47","Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado","Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado - condutor [motorista] traumatizado em um acidente de trânsito","Acidentes de transporte","Bela Vista de Goiás",15019,"52",6.65823290498702e-05
"339","Masculino","520330","V485",1,"V48","Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão","Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - condutor [motorista] traumatizado em um acidente de trânsito","Acidentes de transporte","Bela Vista de Goiás",15019,"52",6.65823290498702e-05
"340","Masculino","520330","W189",1,"W18","Outras quedas no mesmo nível","Outras quedas no mesmo nível - local não especificado","Quedas","Bela Vista de Goiás",15019,"52",6.65823290498702e-05
"341","Masculino","520330","X707",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - fazenda","Lesões autoprovocadas intencionalmente","Bela Vista de Goiás",15019,"52",6.65823290498702e-05
"342","Masculino","520330","X709",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - local não especificado","Lesões autoprovocadas intencionalmente","Bela Vista de Goiás",15019,"52",6.65823290498702e-05
"343","Masculino","520330","X950",2,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - residência","Agressões","Bela Vista de Goiás",15019,"52",0.00013316465809974
"344","Masculino","520330","X954",2,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada","Agressões","Bela Vista de Goiás",15019,"52",0.00013316465809974
"345","Masculino","520330","X959",2,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado","Agressões","Bela Vista de Goiás",15019,"52",0.00013316465809974
"346","Masculino","520330","X997",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - fazenda","Agressões","Bela Vista de Goiás",15019,"52",6.65823290498702e-05
"347","Masculino","520330","Y044",1,"Y04","Agressão por meio de força corporal","Agressão por meio de força corporal - rua e estrada","Agressões","Bela Vista de Goiás",15019,"52",6.65823290498702e-05
"348","Masculino","520330","Y350",2,"Y35","Intervenção legal","Intervenção legal envolvendo o uso de armas de fogo","Intervenções legais e operações de guerra","Bela Vista de Goiás",15019,"52",0.00013316465809974
"349","Masculino","520340","X700",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência","Lesões autoprovocadas intencionalmente","Bom Jardim de Goiás",4462,"52",0.000224114746750336
"350","Masculino","520340","X747",1,"X74","Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada","Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - fazenda","Lesões autoprovocadas intencionalmente","Bom Jardim de Goiás",4462,"52",0.000224114746750336
"351","Masculino","520340","X994",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - rua e estrada","Agressões","Bom Jardim de Goiás",4462,"52",0.000224114746750336
"352","Masculino","520340","Y247",1,"Y24","Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada","Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - fazenda","(Eventos (fatos) cuja intenção é indeterminada)","Bom Jardim de Goiás",4462,"52",0.000224114746750336
"353","Masculino","520350","V030",1,"V03","Pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete","Pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - acidente não-de-trânsito","Acidentes de transporte","Bom Jesus de Goiás",12999,"52",7.69289945380414e-05
"354","Masculino","520350","V485",1,"V48","Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão","Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - condutor [motorista] traumatizado em um acidente de trânsito","Acidentes de transporte","Bom Jesus de Goiás",12999,"52",7.69289945380414e-05
"355","Masculino","520350","V645",1,"V64","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus - condutor [motorista] traumatizado em um acidente de trânsito","Acidentes de transporte","Bom Jesus de Goiás",12999,"52",7.69289945380414e-05
"356","Masculino","520350","W870",1,"W87","Exposição a corrente elétrica não especificada","Exposição a corrente elétrica não especificada - residência","Todas as outras causas externas","Bom Jesus de Goiás",12999,"52",7.69289945380414e-05
"357","Masculino","520350","X097",1,"X09","Exposição a tipo não especificado de fumaça, fogo ou chamas","Exposição a tipo não especificado de fumaça, fogo ou chamas - fazenda","Exposição à fumaça, ao fogo e às chamas","Bom Jesus de Goiás",12999,"52",7.69289945380414e-05
"358","Masculino","520350","X824",1,"X82","Lesão autoprovocada intencionalmente por impacto de um veículo a motor","Lesão autoprovocada intencionalmente por impacto de um veículo a motor - rua e estrada","Lesões autoprovocadas intencionalmente","Bom Jesus de Goiás",12999,"52",7.69289945380414e-05
"359","Masculino","520350","X950",3,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - residência","Agressões","Bom Jesus de Goiás",12999,"52",0.000230786983614124
"360","Masculino","520350","X954",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada","Agressões","Bom Jesus de Goiás",12999,"52",7.69289945380414e-05
"361","Masculino","520350","X958",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - outros locais especificados","Agressões","Bom Jesus de Goiás",12999,"52",7.69289945380414e-05
"362","Masculino","520350","X959",4,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado","Agressões","Bom Jesus de Goiás",12999,"52",0.000307715978152166
"363","Masculino","520350","X994",2,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - rua e estrada","Agressões","Bom Jesus de Goiás",12999,"52",0.000153857989076083
"364","Masculino","520350","Y189",1,"Y18","Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada","Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - local não especificado","(Eventos (fatos) cuja intenção é indeterminada)","Bom Jesus de Goiás",12999,"52",7.69289945380414e-05
"365","Masculino","520355","V031",1,"V03","Pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete","Pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - acidente de trânsito","Acidentes de transporte","Bonfinópolis",4657,"52",0.000214730513205927
"366","Masculino","520355","X999",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - local não especificado","Agressões","Bonfinópolis",4657,"52",0.000214730513205927
"367","Masculino","520355","Y004",2,"Y00","Agressão por meio de um objeto contundente","Agressão por meio de um objeto contundente - rua e estrada","Agressões","Bonfinópolis",4657,"52",0.000429461026411853
"368","Masculino","520360","V194",1,"V19","Ciclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Condutor traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito","Acidentes de transporte","Brazabrantes",1844,"52",0.000542299349240781
"369","Masculino","520360","V284",1,"V28","Motociclista traumatizado em um acidente de transporte sem colisão","Motociclista traumatizado em um acidente de transporte sem colisão - condutor traumatizado em um acidente de trânsito","Acidentes de transporte","Brazabrantes",1844,"52",0.000542299349240781
"370","Masculino","520380","V416",1,"V41","Ocupante de um automóvel [carro] traumatizado em colisão com um veículo a pedal","Ocupante de um automóvel [carro] traumatizado em colisão com um veículo a pedal - passageiro traumatizado em um acidente de trânsito","Acidentes de transporte","Britânia",2934,"52",0.000340831629175187
"371","Masculino","520380","Y079",1,"Y07","Outras síndromes de maus tratos","Outras síndromes de maus tratos por pessoa não especificada","Agressões","Britânia",2934,"52",0.000340831629175187
