"","cod_municipio","cod_municipiodv","municipio","Tipo","CEP","Endereço"
"560",210080,2100808,"Anapurus","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65525-970","Rua Senador José Sarney, 1186  - 1286, CENTRO"
"561",210173,2101731,"Belágua","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65535-970","Travessa do Sol, S/N, CENTRO"
"562",210220,2102200,"Buriti","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65515-970","Rua  da Torre, S/N, CENTRO"
"563",210540,2105401,"Itapecuru Mirim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65485-970","Rua Machado de Assis - Caminho Grande, S/N, CENTRO"
"564",210720,2107209,"Nina Rodrigues","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65450-970","Praça Rui Fernandes Costa, 1058, CENTRO"
"565",211260,2112605,"Urbano Santos","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65530-970","Avenida Manoel Inácio, 416, CENTRO"
"566",211270,2112704,"Vargem Grande","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65430-970","Rua Nina Rodrigues, 20, CENTRO"
"567",210015,2100154,"Água Doce do Maranhão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65578-970","Praça Nossa Senhora do Carmo, S/N, CENTRO"
"568",210125,2101251,"Bacabeira","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65143-970","CENTRO DE CONVENCOES DE BACABEIRA, S/N, CENTRO"
"569",210805,2108058,"Paulino Neves","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65585-970","Rua do Passeio, 64, CENTRO"
"570",210805,2108058,"Paulino Neves","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65585-970","Avenida Beira Rio, S/N, CENTRO"
"571",211020,2110203,"Santa Rita","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65145-970","Praça Carlos Macieira, s/n, CENTRO"
"572",210380,2103802,"Dom Pedro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65765-970","Rua Engenheiro Mesquita (Predio da Prefeitura), S/N, CENTRO"
"573",211157,2111573,"São Pedro dos Crentes","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65978-970","Rua Canaã, s/n, CENTRO"
"574",210950,2109502,"Riachão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65990-970","R. Domingos Pereira, 239, CENTRO"
"575",211190,2111904,"Sucupira do Norte","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65860-970","Rua Hilderico Rufino Guimarães, 111, CENTRO"
"576",210845,2108454,"Peritoró","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","87080-773","Rua  da Aline, centro, PERITORÓ"
"577",210640,2106409,"Mata Roma","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65510-970","RUA DEPUTADO BACELAR, 1402, CENTRO"
"578",210197,2101970,"Boa Vista do Gurupi","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65292-970","Rua Dr. Castro Maia, 4, CENTRO"
"579",210315,2103158,"Centro do Guilherme","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65288-970","RUA PORTO ALEGRE, 51, CENTRO"
"580",211400,2114007,"Zé Doca","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65365-970","Rua da Igreja Velha, 9, CENTRO"
"581",211290,2112902,"Vitória do Mearim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65350-970","Rua do Sol número, 39, CENTRO"
"582",211280,2112803,"Viana","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65215-970","Rua Dom Pedro II, S/N, CENTRO"
"583",210160,2101608,"Barra do Corda","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65950-970","Rua Frederico Figueiredo, S/N, CENTRO"
"584",211120,2111201,"São José de Ribamar","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65110-970","MA - SÃO JOSÉ DE RIBAMAR - MOROPÓIA - AVENIDA CLODOMIR CARDOSO 1505, 1190, MOROPÓIA"
"585",210598,2105989,"Lajeado Novo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65937-000","Avenida Anita Viana, s/n, LAJEADO NOVO"
"586",210610,2106102,"Loreto","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65895-970","Praça josé do Egito Coelho, s/n, CENTRO"
"587",210275,2102754,"Capinzal do Norte","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65735-000","Avenida Lindolfo Flório - Vista Alegre, s/n, CAPINZAL DO NORTE"
"588",211180,2111805,"Sítio Novo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65925-970","Av. Leonardo Gonçalves, s/n, CENTRO"
"589",210460,2104602,"Governador Eugênio Barros","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65780-970","Rua 7 de Setembro, s/n, CENTRO"
"590",210110,2101103,"Axixá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65148-970","Rua Adelino Fontoura - Praça da Cultura Donato Alves, S/N, CENTRO"
"591",210920,2109205,"Presidente Juscelino","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65140-970","Praça Água Vermelha, S/N, CENTRO"
"592",210070,2100709,"Anajatuba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65490-970","Rua Benedito Leite, 868, CENTRO"
"593",210500,2105005,"Humberto de Campos","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65180-970","Avenida Coronel Joaquim Rodrigues, s/n, CENTRO"
"594",210940,2109403,"Primeira Cruz","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65190-970","Rua da Matriz,, s/N, CENTRO"
"595",210675,2106755,"Miranda do Norte","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65495-970","MA - MIRANDA DO NORTE - CENTRO - AVENIDA DO COMÉRCIO, 216, S/N, CENTRO"
"596",211250,2112506,"Tutóia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65580-970","Rua Lucas Veras, 87, CENTRO"
"597",210510,2105104,"Icatu","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65170-970","Rua Coronel Cortez Maciel, s/n, CENTRO"
"598",211027,2110278,"Santo Amaro do Maranhão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65195-970","Praça Nossa Senhora da Conceição, s/n, CENTRO"
"599",211003,2110039,"Santa Luzia do Paruá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65272-970","Avenida João Morais de Sousa, s/n, CENTRO"
"600",210030,2100303,"Aldeias Altas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65610-970","Avenida João Machado de Araújo Rosa, 342, CENTRO"
"601",211245,2112456,"Turilândia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65276-970","Rua principal, s/n, CENTRO"
"602",210135,2101350,"Bacurituba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65233-970","Rua 1°de Maio, s/nº, CENTRO"
"603",211160,2111607,"São Raimundo das Mangabeiras","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65840-970","Rua Rio Branco, 137, CENTRO"
"604",210440,2104404,"Gonçalves Dias","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65775-970","Rua Nereu Ramos, s/n, CENTRO"
"605",210600,2106003,"Lima Campos","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65728-970","PRAÇA DUQUE DE CAXIAS - CENTRO ADMINISTRATIVO, S/N, CENTRO"
"606",210590,2105906,"Lago Verde","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65705-970","Avenida Presidente Kennedy, 1002, CENTRO"
"607",211300,2113009,"Vitorino Freire","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65320-970","RUA SEN. VITORINO FREIRE, 513, CENTRO"
"608",210700,2107001,"Montes Altos","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65936-970","Avenida Fabrício Feraz, s/n, CENTRO"
"609",210095,2100956,"Arame","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65945-970","AVENIDA ULISSES GUIMARÃES, 749, CENTRO"
"610",210310,2103109,"Cedral","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65260-970","Avenida Vital de Negreiros, S/No., CENTRO"
"611",210825,2108256,"Pedro do Rosário","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65206-970","Avenida Pedro Cunha Mendes, 1769, CENTRO"
"612",211240,2112407,"Turiaçu","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65278-970","Rua Luis Domingues, 65278-000, CENTRO"
"613",210407,2104073,"Feira Nova do Maranhão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65995-970","AVENIDA BRASIL, 213, CENTRO"
"614",211040,2110401,"São Benedito do Rio Preto","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65440-970","Praça José de Freitas, s/n, CENTRO"
"615",210725,2107258,"Nova Colinas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65808-970","RUA SÃO FRANCISCO, S/N, S/No., CENTRO"
"616",211065,2110658,"São Domingos do Azeitão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65888-970","Avenida Mario Bezerra, s/no., CENTRO"
"617",211060,2110609,"São Bernardo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65550-000","Rua Barão do Rio Branco, s/n, SÃO BERNARDO"
"618",211227,2112274,"Tufilândia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65378-970","MA - TUFILÂNDIA - CENTRO - RUA DO COMÉRCIO 602, 191, CENTRO"
"619",211140,2111409,"São Luís Gonzaga do Maranhão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65708-970","Rua Manoel Carlos Godinho, S/N, CENTRO"
"620",211223,2112233,"Trizidela do Vale","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65727-000","Rua Santo Antonio dos Oliveiras, 01, TRIZIDELA DO VALE"
"621",210945,2109452,"Raposa","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65138-970","Av. Principal, s/n, bairro Inhaúma,, s/n, CENTRO"
"622",210750,2107506,"Paço do Lumiar","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65137-970","Av 13, s/n, CONJUNTO MAIOBÃO"
"623",211172,2111722,"Satubinha","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65709-970","Avenida Matos Carvalho, s/n, CENTRO"
"624",210043,2100436,"Alto Alegre do Maranhão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65413-970","Avenida Rodoviária - Prédio da Secretaria de Agricultura, s/n, CENTRO"
"625",211178,2111789,"Serrano do Maranhão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65269-970","AVENIDA DAS PALMEIRAS, s/no., CENTRO"
"626",210930,2109304,"Presidente Vargas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65455-970","PRAÇA WLADIMIR BARBOSA UCHOA, 02, CENTRO"
"627",211023,2110237,"Santana do Maranhão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","65555-970","Avenida Governadora Roseana Sarney, 01, CENTRO"
"628",230380,2303808,"Cedro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63400-970","Rua Cel. Luiz Felipe, 299, CENTRO"
"629",231160,2311603,"Redenção","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62790-970","Rua Santos Dumont, 538, CENTRO"
"630",230890,2308906,"Morrinhos","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62550-000","Rua Jose Ibiapina Rocha, 829, MORRINHOS"
"631",230440,2304400,"Fortaleza","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","60165-011","AVENIDA MONSENHOR TABOSA, 777, PRAIA DE IRACEMA"
"632",230440,2304400,"Fortaleza","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","60165-011","AVENIDA MONSENHOR TABOSA, 777. Esquina da Av. Monsenhor Tabosa com Rua João Cordeiro, PRAIA DE IRACEMA"
"633",230440,2304400,"Fortaleza","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","60110-370","RUA ANTÔNIO AUGUSTO, 247, MEIRELES"
"634",230440,2304400,"Fortaleza","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","60135-237","AVENIDA PONTES VIEIRA, 2300 - ANEXO III, 4º Andar, Sala 303, DIONISIO TORRES"
"635",230730,2307304,"Juazeiro do Norte","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","63010-015","RUA INTERVENTOR FRANCISCO ERIVANO CRUZ, S/N. Ao lado do Vapt Vupt., CENTRO"
"636",230730,2307304,"Juazeiro do Norte","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63010-480","RUA QUINZE DE NOVEMBRO (Antigo Colégio Municipal), SN, SÃO MIGUEL"
"637",230190,2301901,"Barbalha","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63180-000","Rua Coronel João Coelho, 207- Terceiro andar, Sala 10, BARBALHA"
"638",230550,2305506,"Iguatu","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","63502-105","RUA ENGENHEIRO WILTON CORREIA LIMA, S/N, PRADO"
"639",230550,2305506,"Iguatu","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63500-970","Rua 15 de Novembro, 384, CENTRO"
"640",230760,2307601,"Limoeiro do Norte","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","62930-000","Rua Cel. Antônio Joaquim, 1535. Centro., LIMOEIRO DO NORTE"
"641",230760,2307601,"Limoeiro do Norte","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62930-970","R. Coronel Antônio Joaquim, 1485, CENTRO"
"642",230110,2301109,"Aracati","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","62800-000","Rua Cel Alexandrino - Bairro: Cacimba do Povo, 1748 / Salas 14 e 15, ARACATI"
"643",230110,2301109,"Aracati","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62800-000","Rua dragão do mar, 171, ARACATI"
"644",230210,2302107,"Baturité","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","62760-000","Avenida 7 de Setembro, 961. Centro., BATURITÉ"
"645",230210,2302107,"Baturité","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62760-970","Avenida Francisco Braga Filho, S/N, CENTRO"
"646",231290,2312908,"Sobral","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","62010-305","AVENIDA DOUTOR GUARANI, 1077, CENTRO"
"647",231290,2312908,"Sobral","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62030-975","Avenida Dr. Arimatéia Monte e Silva,, 300, JUNCO"
"648",231140,2311405,"Quixeramobim","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","63800-000","Rua Francisca Santiago, 50. Cel. José Aurélio Câmara., QUIXERAMOBIM"
"649",231140,2311405,"Quixeramobim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63800-970","Rua Cônego Áureliano Mota, 152, CENTRO"
"650",230410,2304103,"Crateús","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","63702-205","RUA PADRE MORORÓ, 285, FÁTIMA II"
"651",230410,2304103,"Crateús","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63702-205","RUA PADRE MORORÓ, sn, FÁTIMA II"
"652",231330,2313302,"Tauá","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","63660-000","Av. Cel. Vicente Alexandrino de Sousa - Tauazinho, 12, TAUÁ"
"653",231330,2313302,"Tauá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63660-970","Av. Cel. Vicente Alexandrino de Sousa, 12, CENTRO"
"654",230640,2306405,"Itapipoca","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","62508-185","RUA PERGENTINA ARAÚJO, 242, SÃO SEBASTIÃO"
"655",230640,2306405,"Itapipoca","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62500-970","Rua Antônio Oliveira Meneses, 625 sala 4, CENTRO"
"656",231340,2313401,"Tianguá","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","62320-041","RUA TEÓFILO RAMOS, 645, CENTRO"
"657",231340,2313401,"Tianguá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62320-057","RUA CAPITÃO ODILON AGUIAR, 458, CENTRO"
"658",230130,2301307,"Araripe","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63170-000","Rua Alexandre Arrais, 937, ARARIPE"
"659",230185,2301851,"Banabuiú","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63960-000","Rua Queiroz Pessoa c/ Irmã Tavares, s/n, s/n, BANABUIÚ"
"660",230533,2305332,"Ibicuitinga","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62955-000","Rua José Damasceno, 1577, IBICUITINGA"
"661",230535,2305357,"Icapuí","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62810-000","Rua dos Porfírios, 691, ICAPUÍ"
"662",230445,2304459,"Fortim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62815-970","Vila da Paz, 40, CENTRO"
"663",230725,2307254,"Jijoca de Jericoacoara","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62598-970","Rua Nazare Vasconcelos, 1707, CENTRO"
"664",230780,2307809,"Marco","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62560-970","Av. Prefeito Guido Osterno, s/n, CENTRO"
"665",230820,2308203,"Meruoca","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62130-970","Rua São José, s/n, CENTRO"
"666",230970,2309706,"Pacatuba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","61801-970","Rua Josué Mateus de Figueiredo, 270, CENTRO"
"667",231090,2310902,"Piquet Carneiro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63605-970","Praça Mariano Aires, S/N, CENTRO"
"668",231200,2312007,"Santana do Acaraú","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62150-970","Secretaria de Desenvolvimento Rural e Meio Ambiente  Rua João Arcanjo de Maria, s/n, CENTRO"
"669",231395,2313955,"Varjota","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62265-000","Tv. Pedro Baltazar, 11, VARJOTA"
"670",231400,2314003,"Várzea Alegre","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63540-000","Rua Professora Socorro Rolim, 60, VÁRZEA ALEGRE"
"671",230060,2300606,"Altaneira","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63195-000","Rua Joaquim Soares da Silva, 453, ALTANEIRA"
"672",230450,2304509,"Frecheirinha","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62340-000","Rua Norberto Rodrigues, s/n. CENTRO, FRECHEIRINHA"
"673",230160,2301604,"Assaré","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63140-000","Rua Euclides Onofre, 128, ASSARÉ"
"674",230170,2301703,"Aurora","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63360-000","Avenida Antônio Ricardo, sn, AURORA"
"675",230710,2307106,"Jardim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63290-000","R. Cel. Teodomiro F Sampaio, 50, JARDIM"
"676",230100,2301000,"Aquiraz","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","61700-000","Rua Francisco Câmara, 332, AQUIRAZ"
"677",230523,2305233,"Horizonte","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62880-060","AVENIDA PRESIDENTE CASTELO BRANCO, 5100, CENTRO"
"678",230395,2303956,"Chorozinho","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62875-000","Av. Raimundo Simplício, sn, CHOROZINHO"
"679",230625,2306256,"Itaitinga","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","61880-000","Av. Cel. Virgílio Távora, 1710, ITAITINGA"
"680",231130,2311306,"Quixadá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63900-069","AVENIDA PLÁCIDO CASTELO, 1559, CENTRO"
"681",231130,2311306,"Quixadá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63900-970","Tv. Tiradentes, 515, CENTRO"
"682",231170,2311702,"Reriutaba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62260-000","Rua Dr. Honório lemos, 176, RERIUTABA"
"683",231380,2313807,"Uruburetama","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62650-000","Rua José Pires Chaves, 1077, URUBURETAMA"
"684",231380,2313807,"Uruburetama","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62650-970","Rua José Pires Chaves, 1077, CENTRO"
"685",230630,2306306,"Itapajé","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62600-000","Rua Joaquim Alexandre, 140, ITAPAJÉ"
"686",230390,2303907,"Chaval","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62420-000","Rua Zeferino Costa, 150, CHAVAL"
"687",231010,2310100,"Palmácia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62780-970","PRAÇA 7 DE SETEMBRO, 635, CENTRO"
"688",230990,2309904,"Pacujá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62180-000","Rua 22 de setembro, 325, PACUJÁ"
"689",230040,2300408,"Aiuaba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63575-000","Rua Otonio Andrade, 55, AIUABA"
"690",230690,2306900,"Jaguaribe","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63475-000","Praça Senador Fernandes Távora, sn, JAGUARIBE"
"691",230680,2306801,"Jaguaribara","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63490-000","Centro Administrativo Porcino Maia - Avenida Pergentino Almino Pinheiro, sn, JAGUARIBARA"
"692",230670,2306702,"Jaguaretama","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","63480-000","Rua Teófilo Peixoto, 520, JAGUARETAMA"
"693",231150,2311504,"Quixeré","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62920-000","Rua Hadoque Costa, 485, QUIXERÉ"
"694",230260,2302602,"Camocim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62400-000","Avenida Beira Mar, SN, CAMOCIM"
"695",230470,2304707,"Granja","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62430-000","Rua Thiago Ribas, sn, GRANJA"
"696",230490,2304905,"Groaíras","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","62190-000","Rua Lourenço Guimarães, 50, GROAIRAS"
